"class","category","indicator_name","series_name","sub_series_name","parameter","value","units","date_last_updated"
"Health","Weekly deaths","By region","Auckland","Auckland","2017-01-22","156","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2017-01-29","169","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2017-02-05","163","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2017-02-12","146","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2017-02-19","150","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2017-02-26","153","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2017-03-05","138","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2017-03-12","132","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2017-03-19","145","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2017-03-26","141","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2017-04-02","150","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2017-04-09","167","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2017-04-16","139","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2017-04-23","137","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2017-04-30","153","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2017-05-07","173","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2017-05-14","172","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2017-05-21","150","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2017-05-28","185","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2017-06-04","158","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2017-06-11","193","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2017-06-18","188","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2017-06-25","198","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2017-07-02","154","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2017-07-09","187","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2017-07-16","203","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2017-07-23","204","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2017-07-30","216","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2017-08-06","226","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2017-08-13","194","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2017-08-20","164","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2017-08-27","159","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2017-09-03","183","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2017-09-10","175","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2017-09-17","188","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2017-09-24","169","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2017-10-01","182","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2017-10-08","166","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2017-10-15","169","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2017-10-22","169","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2017-10-29","169","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2017-11-05","166","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2017-11-12","146","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2017-11-19","149","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2017-11-26","183","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2017-12-03","145","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2017-12-10","137","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2017-12-17","147","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2017-12-24","167","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2017-12-31","143","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2018-01-07","144","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2018-01-14","151","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2018-01-21","151","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2018-01-28","155","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2018-02-04","163","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2018-02-11","144","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2018-02-18","157","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2018-02-25","144","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2018-03-04","160","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2018-03-11","142","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2018-03-18","133","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2018-03-25","157","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2018-04-01","165","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2018-04-08","144","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2018-04-15","148","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2018-04-22","164","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2018-04-29","174","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2018-05-06","152","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2018-05-13","163","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2018-05-20","164","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2018-05-27","188","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2018-06-03","156","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2018-06-10","167","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2018-06-17","166","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2018-06-24","186","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2018-07-01","168","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2018-07-08","174","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2018-07-15","174","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2018-07-22","195","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2018-07-29","193","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2018-08-05","178","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2018-08-12","175","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2018-08-19","202","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2018-08-26","219","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2018-09-02","180","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2018-09-09","186","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2018-09-16","198","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2018-09-23","178","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2018-09-30","194","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2018-10-07","154","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2018-10-14","183","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2018-10-21","161","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2018-10-28","167","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2018-11-04","143","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2018-11-11","169","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2018-11-18","177","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2018-11-25","158","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2018-12-02","135","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2018-12-09","169","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2018-12-16","146","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2018-12-23","153","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2018-12-30","135","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2019-01-06","139","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2019-01-13","160","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2019-01-20","158","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2019-01-27","124","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2019-02-03","150","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2019-02-10","147","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2019-02-17","141","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2019-02-24","140","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2019-03-03","161","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2019-03-10","161","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2019-03-17","150","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2019-03-24","182","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2019-03-31","174","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2019-04-07","154","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2019-04-14","160","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2019-04-21","166","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2019-04-28","171","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2019-05-05","182","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2019-05-12","150","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2019-05-19","151","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2019-05-26","169","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2019-06-02","198","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2019-06-09","191","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2019-06-16","175","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2019-06-23","171","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2019-06-30","190","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2019-07-07","192","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2019-07-14","188","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2019-07-21","168","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2019-07-28","194","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2019-08-04","192","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2019-08-11","185","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2019-08-18","183","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2019-08-25","169","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2019-09-01","166","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2019-09-08","180","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2019-09-15","172","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2019-09-22","179","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2019-09-29","175","Number","11-01-21"
"Health","Weekly deaths","By region","Auckland","Auckland","2019-10-06","180","Number","11-01-21"
